x,y,z
-43.8246326626277,3.94682989753218,3.08383760469478
-43.8239993309588,4.57286579802686,3.07697758730828
-43.8241007219102,5.19786037465432,3.07986470156678
-43.8217538021925,5.82793906203971,3.06514765752045
-43.8203860785917,6.4570151691445,3.04746581495049
-43.6724940832988,9.11389687675274,1.17435780471528
-43.664283136301,9.74930759140367,1.07481632012695
-43.6582714427578,10.3835971430009,1.01278220167283
-43.6547137873072,11.0158007918548,0.965438886305983
-43.6533463798455,11.6468757815675,0.945915916569422
-43.6509992979914,12.2759550276255,0.926541955780324
-43.6528204914421,12.9029071593258,0.939634301007291
-43.6543865747478,13.5288175381272,0.966514132222004
-43.6581532265515,14.1526033844919,1.017852423058
-43.6643634333224,14.7743073900564,1.09392398565603
-43.673257909654,15.3937988511857,1.21881075872504
-43.6846028253336,16.0122076587035,1.35952648578399
-43.8163503849103,17.7002523238002,3.02317924963128
-43.8179174318022,18.3321631705271,3.04386439170445
-43.8198403410965,19.5861125814765,3.05882576159493
-43.8182224159576,20.2121479270132,3.04512620228889
-43.1951890366522,20.2232208238364,3.05055522562618
-43.1950874829464,19.5972229959146,3.05713278170796
-43.1939974208869,18.9702289795589,3.05098211456213
-43.1948837282242,18.3412371846955,3.05032031041253
-43.1940507466558,17.7042834387781,3.03979115420083
-43.0550542486699,16.6554825473441,1.3109739002624
-43.0415097575972,16.036199820151,1.14000810426199
-43.031631012068,15.4187066867184,1.01932428803611
-43.0246860809591,14.7980440050624,0.935403033942267
-43.0209194291554,14.1742581586977,0.884726056668877
-43.018622376595,13.5493891058792,0.84462643378738
-43.0153368249139,12.9235200546652,0.814058622456396
-43.0162195410237,12.2955277090136,0.81334479856733
-43.016852385664,11.66648966457,0.822834266485134
-43.0182145416418,11.0354109808524,0.842325342321215
-43.0210425614823,10.4032490886177,0.873692690001677
-43.0263196951595,9.77100411218197,0.925156267254041
-43.0320762774581,9.13567661769395,1.00355242017651
-43.0410221103138,8.50022022049486,1.11126163512
-43.1897737781137,6.46946352949124,2.96210017063483
-43.1965208451581,5.83813422926193,3.03489963177529
-43.1986141423784,5.20701366089448,3.061503471968
-43.1999771096573,4.58093600378061,3.08099880062183
